station_id,observation_time,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,corrected,maintenance_indicator_on,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,metar_type
KFZG,2015-03-13T08:10:00Z,15.0,8.8,80,6,,10.0,30.301182,,,,OVC,1800,,,,,,,METAR
KETB,2015-03-13T08:10:00Z,1.0,-3.0,0,0,,10.0,30.259842,,,,CLR,,,,,,,,METAR
KEGV,2015-03-13T08:10:00Z,5.4,0.0,180,5,,10.0,30.109253,,,,BKN,9000,,,,,,,METAR
KDUB,2015-03-13T08:10:00Z,-1.0,-5.0,300,6,,10.0,30.41929,,,,CLR,,,,,,,,METAR
KDLL,2015-03-13T08:10:00Z,4.5,0.5,190,11,,10.0,30.209646,,,,CLR,,,,,,,,METAR
KDKR,2015-03-13T08:10:00Z,14.0,14.0,360,3,,5.0,29.970472,,,-DZ,OVC,300,,,,,,,METAR
KO86,2015-03-13T08:10:00Z,7.0,5.0,0,0,,10.0,30.259842,,,,CLR,,,,,,,,SPECI
K6I2,2015-03-13T08:10:00Z,13.0,2.0,110,6,,10.0,30.239174,,,,FEW,7500,,,,,,,SPECI
KSGF,2015-03-13T08:09:00Z,11.1,10.0,10,5,,5.0,30.100393,,,-RA BR,OVC,900,,,,,,,METAR
KCEW,2015-03-13T08:09:00Z,20.6,18.9,110,11,,10.0,30.15059,,,,BKN,1000,OVC,1500,,,,,METAR
KBTR,2015-03-13T08:08:00Z,19.4,18.9,130,10,,9.0,29.97933,,,,BKN,900,OVC,1800,,,,,METAR
KEHA,2015-03-13T08:08:00Z,7.8,-1.6,200,4,,,,,,,,,,,,,,,METAR
KCDD,2015-03-13T08:07:00Z,1.0,-4.0,0,0,,10.0,30.008858,,,,BKN,12000,,,,,,,SPECI
KCGE,2015-03-13T08:06:00Z,3.0,-11.0,70,5,,10.0,30.578741,,,,CLR,,,,,,,,SPECI
KCBE,2015-03-13T08:06:00Z,1.0,-4.0,0,0,,10.0,30.569881,,,,CLR,,,,,,,,METAR
K2W6,2015-03-13T08:06:00Z,2.0,-7.0,60,3,,10.0,30.590551,,,,CLR,,,,,,,,SPECI
KVCT,2015-03-13T08:06:00Z,14.4,14.4,220,4,,1.25,30.0,,,BR,OVC,200,,,,,,,SPECI
KTVR,2015-03-13T08:06:00Z,18.3,17.2,120,5,,10.0,30.008858,,,,SCT,1300,BKN,7500,,,,,SPECI
KELD,2015-03-13T08:06:00Z,13.9,13.3,40,4,,1.25,29.97933,,TRUE,BR,OVC,200,,,,,,,SPECI
KBRD,2015-03-13T08:06:00Z,3.3,2.8,180,3,,1.5,29.97933,,,BR,CLR,,,,,,,,SPECI
KTDR,2015-03-13T08:06:00Z,21.0,19.0,90,12,21,10.0,30.121063,,TRUE,,SCT,1000,BKN,21000,,,,,SPECI
KW29,2015-03-13T08:05:00Z,2.0,-10.0,80,4,,10.0,30.59941,,,,,,,,,,,,SPECI
KFDK,2015-03-13T08:05:00Z,-2.0,-5.0,0,0,,10.0,30.620079,,,,CLR,,,,,,,,SPECI
KDMW,2015-03-13T08:05:00Z,2.0,-14.0,130,4,,10.0,30.569881,,,,SCT,9000,,,,,,,SPECI
KCGS,2015-03-13T08:05:00Z,-1.0,-2.0,0,0,,10.0,30.59941,,,,CLR,,,,,,,,SPECI
K2G4,2015-03-13T08:05:00Z,1.0,-10.0,130,12,,10.0,30.43996,,,,CLR,,,,,,,,SPECI
KPAH,2015-03-13T08:03:00Z,12.8,11.1,120,5,,10.0,30.138779,,,,OVC,3000,,,,,,,METAR
KMGE,2015-03-13T08:03:00Z,14.0,7.0,90,11,20,10.0,30.33071,,TRUE,,OVC,3100,,,,,,,SPECI
KGNV,2015-03-13T08:03:00Z,20.6,19.4,80,5,,10.0,30.209646,,,,BKN,1200,,,,,,,METAR
KACT,2015-03-13T08:03:00Z,13.3,11.7,330,6,,9.0,30.008858,,,,SCT,1300,OVC,5500,,,,,METAR
KTUP,2015-03-13T08:02:00Z,17.2,15.6,150,9,,10.0,30.121063,,,,OVC,900,,,,,,,METAR
KGLH,2015-03-13T08:02:00Z,18.9,17.8,100,6,,6.0,30.008858,,,BR,FEW,1600,SCT,2700,OVC,4900,,,METAR
KHCO,2015-03-13T08:01:00Z,1.0,-1.0,310,9,,10.0,29.97933,,,,CLR,,,,,,,,SPECI
KSGR,2015-03-13T08:01:00Z,13.9,13.3,290,5,,2.0,29.958662,,,-RA BR,OVC,400,,,,,,,METAR
KMDH,2015-03-13T08:01:00Z,9.4,7.8,50,5,,3.0,30.159449,,,RA BR,BKN,2000,BKN,4000,OVC,8000,,,METAR
KFFC,2015-03-13T08:01:00Z,14.4,12.8,80,7,,6.0,30.318897,,,BR,SCT,1100,BKN,1600,OVC,2600,,,METAR
KJEF,2015-03-13T08:00:00Z,11.1,10.6,100,5,,3.0,30.171259,,,-RA BR,BKN,2800,OVC,3500,,,,,METAR
KMWS,2015-03-13T08:00:00Z,12.0,-4.0,315,4,6,,,,,,,,,,,,,,SPECI
KNGU,2015-03-13T07:59:00Z,4.4,0.0,40,3,,10.0,30.569881,,,,BKN,22000,,,,,,,METAR
KACQ,2015-03-13T07:59:00Z,10.0,6.0,190,12,,10.0,30.100393,,,,CLR,,,,,,,,SPECI
KMRH,2015-03-13T07:58:00Z,7.8,1.1,40,9,15,10.0,30.481298,,,,CLR,,,,,,,,METAR
KMEI,2015-03-13T07:58:00Z,20.6,18.9,130,8,,10.0,30.088583,,,,BKN,1400,OVC,1900,,,,,METAR
KQIR,2015-03-13T07:58:00Z,24.6,7.7,120,8,,6.21,30.050198,,,,CLR,,,,,,,,METAR
KQGX,2015-03-13T07:58:00Z,26.2,6.5,30,9,,6.21,30.02067,,TRUE,,CLR,,,,,,,,METAR
KDOV,2015-03-13T07:58:00Z,-1.0,-8.2,10,5,,10.0,30.590551,,TRUE,,CLR,,,,,,,,METAR
KSZL,2015-03-13T07:58:00Z,11.1,9.3,140,5,,6.0,30.159449,,TRUE,-RA,BKN,6000,OVC,8000,,,,,METAR
KXMR,2015-03-13T07:58:00Z,21.4,19.6,110,4,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KSVN,2015-03-13T07:58:00Z,14.4,9.7,60,13,19,10.0,30.31004,,TRUE,,OVC,1700,,,,,,,METAR
KRND,2015-03-13T07:58:00Z,11.1,10.8,320,7,,10.0,30.008858,,,,CLR,,,,,,,,METAR
KRDR,2015-03-13T07:58:00Z,2.6,0.6,320,8,,10.0,30.0,,,,CLR,,,,,,,,METAR
KMUI,2015-03-13T07:58:00Z,-1.3,-9.6,350,1,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KLHW,2015-03-13T07:58:00Z,15.3,9.9,60,13,21,10.0,30.301182,,,,OVC,1800,,,,,,,METAR
KHLR,2015-03-13T07:58:00Z,12.7,12.2,340,8,,8.0,30.008858,,,,OVC,600,,,,,,,METAR
KFSI,2015-03-13T07:58:00Z,8.7,7.0,30,5,,10.0,30.059055,,,,CLR,,,,,,,,METAR
KFFO,2015-03-13T07:58:00Z,5.6,-4.2,80,4,,10.0,30.301182,,,,BKN,16000,,,,,,,METAR
KDYS,2015-03-13T07:58:00Z,5.8,4.0,210,4,,10.0,30.059055,,TRUE,,CLR,,,,,,,,METAR
KDAA,2015-03-13T07:58:00Z,-1.1,-3.7,270,2,,10.0,30.59941,,,,CLR,,,,,,,,METAR
KEGI,2015-03-13T07:58:00Z,21.0,18.9,110,10,,10.0,30.129921,,TRUE,,SCT,1200,,,,,,,METAR
KDLF,2015-03-13T07:58:00Z,11.0,6.1,70,2,,10.0,30.02067,,TRUE,,CLR,,,,,,,,METAR
KLSV,2015-03-13T07:58:00Z,18.0,0.8,10,6,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KGRF,2015-03-13T07:58:00Z,7.1,7.0,30,2,,10.0,30.28937,,TRUE,,CLR,,,,,,,,METAR
KFRI,2015-03-13T07:58:00Z,5.7,1.6,40,3,,10.0,30.15059,,,,CLR,,,,,,,,METAR
KCVS,2015-03-13T07:58:00Z,4.6,-0.6,340,4,,10.0,30.129921,,TRUE,,CLR,,,,,,,,METAR
KTCM,2015-03-13T07:58:00Z,6.1,6.1,0,0,,10.0,30.301182,,TRUE,,CLR,,,,,,,,METAR
KSUU,2015-03-13T07:58:00Z,12.8,9.5,220,11,,10.0,30.109253,,TRUE,,CLR,,,,,,,,METAR
KSLI,2015-03-13T07:58:00Z,16.2,10.7,260,3,,10.0,30.008858,,,,CLR,,,,,,,,METAR
KSKF,2015-03-13T07:58:00Z,10.9,10.0,340,3,,10.0,30.0,,TRUE,,CLR,,,,,,,,METAR
KSKA,2015-03-13T07:58:00Z,5.8,1.7,160,3,,10.0,30.389763,,,,CLR,,,,,,,,METAR
KMXF,2015-03-13T07:58:00Z,18.8,17.9,70,8,,10.0,30.180119,,,,OVC,900,,,,,,,METAR
KMUO,2015-03-13T07:58:00Z,5.8,1.0,10,2,,10.0,30.369095,,TRUE,,CLR,,,,,,,,METAR
KINS,2015-03-13T07:58:00Z,14.1,-1.0,360,6,,10.0,30.230314,,TRUE,,CLR,,,,,,,,METAR
KHIF,2015-03-13T07:58:00Z,6.3,0.5,110,11,,10.0,30.351377,,,,CLR,,,,,,,,METAR
KEDW,2015-03-13T07:58:00Z,11.3,-0.6,230,2,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KDMA,2015-03-13T07:58:00Z,15.5,1.8,90,6,,10.0,30.0,,TRUE,,CLR,,,,,,,,METAR
KBIF,2015-03-13T07:58:00Z,12.7,-3.4,250,3,,10.0,30.070866,,TRUE,,FEW,16000,SCT,19000,,,,,METAR
KAFF,2015-03-13T07:58:00Z,3.8,-0.8,350,10,,10.0,30.318897,,,,CLR,,,,,,,,METAR
KRIV,2015-03-13T07:58:00Z,14.8,2.1,10,5,,10.0,30.059055,,,,CLR,,,,,,,,METAR
KPOB,2015-03-13T07:58:00Z,8.6,-3.1,90,6,,10.0,30.499016,,,,SCT,10000,BKN,17000,,,,,METAR
KOZR,2015-03-13T07:58:00Z,18.2,16.0,80,11,,9.0,30.180119,,,,OVC,500,,,,,,,METAR
KLUF,2015-03-13T07:58:00Z,18.6,4.6,320,5,,10.0,29.970472,,TRUE,,CLR,,,,,,,,METAR
KHMN,2015-03-13T07:58:00Z,8.4,-1.6,0,4,,10.0,30.079725,,TRUE,,FEW,11000,SCT,15000,BKN,18000,,,METAR
KGSB,2015-03-13T07:58:00Z,6.3,2.3,70,5,,10.0,30.510826,,TRUE,,OVC,17000,,,,,,,METAR
KEND,2015-03-13T07:58:00Z,7.7,3.4,30,2,,10.0,30.079725,,TRUE,,CLR,,,,,,,,METAR
KFCS,2015-03-13T07:58:00Z,9.0,0.0,340,17,24,10.0,30.268702,,,,SCT,10000,BKN,20000,,,,,METAR
KGTB,2015-03-13T07:58:00Z,-8.4,-13.7,140,9,,10.0,30.549213,,,,BKN,7000,BKN,9000,,,,,METAR
KOFF,2015-03-13T07:58:00Z,1.6,-1.3,120,4,,10.0,30.138779,,TRUE,,CLR,,,,,,,,METAR
KRCA,2015-03-13T07:58:00Z,3.8,-1.2,270,5,,10.0,30.230314,,TRUE,,CLR,,,,,,,,METAR
KTTS,2015-03-13T07:58:00Z,21.5,18.8,130,2,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KVOK,2015-03-13T07:58:00Z,6.2,5.8,160,9,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KCEF,2015-03-13T07:58:00Z,-7.9,-13.2,80,1,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KFBG,2015-03-13T07:58:00Z,8.3,-5.0,80,9,,10.0,30.499016,,TRUE,,SCT,17000,,,,,,,METAR
KFTK,2015-03-13T07:58:00Z,12.2,1.0,70,4,,10.0,30.221457,,,,OVC,14000,,,,,,,METAR
KHST,2015-03-13T07:58:00Z,23.8,18.1,90,13,,10.0,30.121063,,,,CLR,,,,,,,,METAR
KGUS,2015-03-13T07:58:00Z,2.8,-1.7,80,8,,10.0,30.268702,,,,OVC,17000,,,,,,,METAR
KHUA,2015-03-13T07:58:00Z,14.6,12.9,130,10,,10.0,30.200787,,,,BKN,2200,OVC,9000,,,,,METAR
KLFI,2015-03-13T07:58:00Z,2.1,-2.3,340,1,,10.0,30.549213,,,,BKN,22000,,,,,,,METAR
KMTC,2015-03-13T07:58:00Z,-4.5,-7.4,0,0,,10.0,30.389763,,TRUE,,CLR,,,,,,,,METAR
KBAB,2015-03-13T07:58:00Z,12.3,10.9,0,0,,10.0,30.121063,,TRUE,,CLR,,,,,,,,METAR
KBKF,2015-03-13T07:58:00Z,8.1,0.8,340,8,,10.0,30.339567,,,,OVC,5000,,,,,,,METAR
KADW,2015-03-13T07:58:00Z,1.2,-8.3,50,4,,10.0,30.569881,,TRUE,,CLR,,,,,,,,METAR
KCOF,2015-03-13T07:58:00Z,22.8,20.5,110,10,,10.0,30.171259,,TRUE,,BKN,8000,,,,,,,METAR
KFAF,2015-03-13T07:58:00Z,2.3,-0.5,0,0,,10.0,30.540354,,TRUE,,BKN,22000,,,,,,,METAR
KMCF,2015-03-13T07:58:00Z,21.1,20.5,110,5,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KPSM,2015-03-13T07:58:00Z,-6.2,-16.1,260,8,,10.0,30.561024,,,,FEW,25000,,,,,,,METAR
KWRI,2015-03-13T07:58:00Z,-1.5,-13.8,360,6,,10.0,30.569881,,,,CLR,,,,,,,,METAR
KEUF,2015-03-13T07:58:00Z,15.0,12.2,90,8,14,10.0,30.250984,,TRUE,,OVC,1700,,,,,,,METAR
K1J0,2015-03-13T07:58:00Z,19.4,17.8,80,8,16,10.0,30.171259,,,,OVC,800,,,,,,,METAR
K0J4,2015-03-13T07:58:00Z,20.0,18.3,90,8,,10.0,30.159449,,,,OVC,900,,,,,,,METAR
KIAB,2015-03-13T07:58:00Z,11.4,3.2,10,4,,10.0,30.129921,,,,CLR,,,,,,,,METAR
KLTS,2015-03-13T07:58:00Z,6.3,4.9,20,5,,10.0,30.070866,,TRUE,,CLR,,,,,,,,METAR
KSSC,2015-03-13T07:58:00Z,13.0,-5.3,80,14,20,10.0,30.431103,,TRUE,,OVC,6000,,,,,,,METAR
KMMT,2015-03-13T07:58:00Z,13.6,-3.3,80,10,16,10.0,30.43996,,,,OVC,5000,,,,,,,METAR
KTIK,2015-03-13T07:58:00Z,10.2,8.6,100,2,,10.0,30.059055,,TRUE,,CLR,,,,,,,,METAR
KVAD,2015-03-13T07:58:00Z,14.9,13.3,60,4,,10.0,30.250984,,TRUE,,OVC,1200,,,,,,,METAR
KU16,2015-03-13T07:58:00Z,5.0,-0.6,60,7,,10.0,30.351377,,TRUE,,CLR,,,,,,,,SPECI
KNJM,2015-03-13T07:57:00Z,7.2,0.0,40,7,,10.0,30.490158,,,,CLR,,,,,,,,METAR
KNSI,2015-03-13T07:57:00Z,,,300,10,,10.0,30.050198,,TRUE,,CLR,,,,,,,,METAR
KFLG,2015-03-13T07:57:00Z,4.4,-0.6,60,13,,10.0,30.221457,,,,FEW,4300,,,,,,,METAR
KNYL,2015-03-13T07:57:00Z,21.7,3.9,30,7,,10.0,29.949802,,,,CLR,,,,,,,,METAR
KSFO,2015-03-13T07:56:00Z,12.8,12.8,290,11,,10.0,30.171259,,TRUE,,FEW,500,SCT,15000,,,,,METAR
KSDF,2015-03-13T07:56:00Z,13.3,-0.6,70,4,,10.0,30.250984,,,,BKN,4900,OVC,14000,,,,,METAR
KSBP,2015-03-13T07:56:00Z,15.0,7.8,0,0,,10.0,30.100393,,,,CLR,,,,,,,,METAR
KMHS,2015-03-13T07:56:00Z,8.3,2.2,50,4,,10.0,30.259842,,,,CLR,,,,,,,,METAR
KLRD,2015-03-13T07:56:00Z,12.7,9.4,0,0,,10.0,30.008858,,,,CLR,,,,,,,,METAR
KLNR,2015-03-13T07:56:00Z,2.8,0.0,80,6,,8.0,30.230314,,,,CLR,,,,,,,,METAR
KLAS,2015-03-13T07:56:00Z,17.8,1.1,280,6,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KJXN,2015-03-13T07:56:00Z,-0.6,-8.3,130,7,,10.0,30.339567,,,,CLR,,,,,,,,METAR
KJMS,2015-03-13T07:56:00Z,2.2,0.6,270,9,,10.0,30.050198,,,,CLR,,,,,,,,METAR
KJAX,2015-03-13T07:56:00Z,17.8,17.8,50,11,,4.0,30.239174,,,BR,OVC,400,,,,,,,METAR
KITH,2015-03-13T07:56:00Z,-7.7,-13.3,80,4,,10.0,30.561024,,,,CLR,,,,,,,,METAR
KISP,2015-03-13T07:56:00Z,-1.1,-12.8,340,8,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KINW,2015-03-13T07:56:00Z,9.4,1.1,20,5,,10.0,30.200787,,,,CLR,,,,,,,,METAR
KIGX,2015-03-13T07:56:00Z,7.8,-4.4,0,4,,10.0,30.528543,,,,SCT,8500,,,,,,,METAR
KHYA,2015-03-13T07:56:00Z,-3.3,-12.2,340,11,19,10.0,30.549213,,,,CLR,,,,,,,,METAR
KHWV,2015-03-13T07:56:00Z,-1.1,-12.8,350,9,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KHPN,2015-03-13T07:56:00Z,-2.2,-17.2,360,9,,10.0,30.569881,,,,CLR,,,,,,,,METAR
KHND,2015-03-13T07:56:00Z,15.6,2.8,70,4,,10.0,30.209646,,,,CLR,,,,,,,,METAR
KGRD,2015-03-13T07:56:00Z,14.4,0.0,50,7,,10.0,30.431103,,,,OVC,5000,,,,,,,METAR
KGON,2015-03-13T07:56:00Z,-5.6,-10.6,20,3,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KFSD,2015-03-13T07:56:00Z,8.9,0.6,0,0,,10.0,30.079725,,,,CLR,,,,,,,,METAR
KELZ,2015-03-13T07:56:00Z,-4.4,-15.0,130,4,,10.0,30.469488,,,,CLR,,,,,,,,METAR
KEKQ,2015-03-13T07:56:00Z,16.1,10.0,160,6,,10.0,30.28937,,,,SCT,4900,BKN,9500,,,,,METAR
KEKO,2015-03-13T07:56:00Z,1.1,-5.0,0,0,,10.0,30.389763,,,,CLR,,,,,,,,METAR
KEED,2015-03-13T07:56:00Z,21.7,1.1,350,8,,10.0,30.070866,,,,CLR,,,,,,,,METAR
KEAU,2015-03-13T07:56:00Z,7.8,2.8,170,8,,10.0,30.100393,,,,CLR,,,,,,,,METAR
KDUG,2015-03-13T07:56:00Z,10.0,2.8,0,0,,10.0,30.070866,,,,CLR,,,,,,,,METAR
KMOB,2015-03-13T07:56:00Z,19.4,19.4,110,10,,8.0,30.109253,,,,OVC,300,,,,,,,METAR
KMDT,2015-03-13T07:56:00Z,-2.2,-6.1,0,0,,10.0,30.590551,,,,FEW,25000,,,,,,,METAR
KLWS,2015-03-13T07:56:00Z,6.1,2.8,130,4,,10.0,30.410433,,,,CLR,,,,,,,,METAR
KY50,2015-03-13T07:56:00Z,3.8,0.5,160,5,,10.0,30.221457,,,,CLR,,,,,,,,METAR
KWJF,2015-03-13T07:56:00Z,9.4,1.7,0,0,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KVPZ,2015-03-13T07:56:00Z,1.1,-2.2,70,6,,10.0,30.301182,,,,CLR,,,,,,,,METAR
KUKI,2015-03-13T07:56:00Z,10.6,7.8,0,0,,10.0,30.188976,,,,CLR,,,,,,,,METAR
KUCP,2015-03-13T07:56:00Z,-2.2,-8.3,0,0,,10.0,30.43996,,,,CLR,,,,,,,,METAR
KTPH,2015-03-13T07:56:00Z,7.8,-2.8,10,12,,10.0,30.360237,,,,CLR,,,,,,,,METAR
KSHV,2015-03-13T07:56:00Z,13.9,13.3,20,5,,4.0,29.949802,,,-RA BR,OVC,700,,,,,,,METAR
KSGH,2015-03-13T07:56:00Z,4.4,-2.2,110,11,,8.0,30.31004,,,,CLR,,,,,,,,METAR
KHFF,2015-03-13T07:56:00Z,10.0,-4.4,90,8,,10.0,30.519686,,TRUE,,BKN,8500,BKN,10000,,,,,METAR
KFEW,2015-03-13T07:56:00Z,3.9,-0.7,320,6,,10.0,30.28937,,TRUE,,SCT,12000,,,,,,,METAR
KRDM,2015-03-13T07:56:00Z,2.2,0.0,50,4,,10.0,30.318897,,,,CLR,,,,,,,,METAR
KOWB,2015-03-13T07:56:00Z,13.8,3.8,120,6,,10.0,30.200787,,,,BKN,5500,OVC,8500,,,,,METAR
KOFK,2015-03-13T07:56:00Z,7.2,-0.6,0,0,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KNUQ,2015-03-13T07:56:00Z,14.4,10.6,290,4,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KMTW,2015-03-13T07:56:00Z,2.2,-0.6,180,12,,10.0,30.259842,,,,CLR,,,,,,,,METAR
KMQY,2015-03-13T07:56:00Z,14.4,12.2,160,8,,9.0,30.230314,,,-RA,FEW,2300,SCT,2900,BKN,8000,,,METAR
KGFA,2015-03-13T07:56:00Z,2.9,-2.0,200,12,,10.0,30.33071,,TRUE,,CLR,,,,,,,,METAR
KNTU,2015-03-13T07:56:00Z,2.2,-3.3,0,0,,10.0,30.549213,,,,SCT,28000,,,,,,,METAR
KGNR,2015-03-13T07:56:00Z,-14.4,-21.1,330,12,,,30.351377,,,,,,,,,,,,METAR
KNRS,2015-03-13T07:56:00Z,17.2,8.9,60,6,,,30.008858,,,,CLR,,,,,,,,METAR
KNFE,2015-03-13T07:56:00Z,3.9,-1.1,0,0,,10.0,30.549213,,,,CLR,,,,,,,,METAR
KNBT,2015-03-13T07:56:00Z,,,,,,,30.490158,,TRUE,,,,,,,,,,METAR
KPRN,2015-03-13T07:56:00Z,20.0,17.8,100,7,,10.0,30.15059,,,,OVC,1000,,,,,,,METAR
KNOG,2015-03-13T07:56:00Z,12.2,10.6,70,5,,10.0,29.991142,,TRUE,,CLR,,,,,,,,METAR
KNYG,2015-03-13T07:56:00Z,1.1,-2.8,310,6,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KNGP,2015-03-13T07:56:00Z,14.4,13.9,0,0,,10.0,29.991142,,,,CLR,,,,,,,,METAR
KNQI,2015-03-13T07:56:00Z,12.8,12.8,0,0,,10.0,29.991142,,TRUE,,CLR,,,,,,,,METAR
K2WX,2015-03-13T07:56:00Z,4.4,-1.1,290,10,,,30.159449,,,,,,,,,,,,METAR
KART,2015-03-13T07:56:00Z,-5.6,-12.2,0,0,,10.0,30.578741,,,,BKN,8000,BKN,10000,,,,,METAR
KSPD,2015-03-13T07:56:00Z,1.7,-2.2,240,6,,,30.15059,,,,,,,,,,,,METAR
KD07,2015-03-13T07:56:00Z,6.1,-1.7,280,9,,,30.188976,,,,,,,,,,,,METAR
KNLC,2015-03-13T07:56:00Z,11.1,5.0,250,8,,10.0,30.180119,,,,CLR,,,,,,,,METAR
KNUW,2015-03-13T07:56:00Z,8.3,6.1,110,3,,10.0,30.339567,,TRUE,,FEW,10000,,,,,,,METAR
KNTD,2015-03-13T07:56:00Z,17.8,8.3,360,5,,10.0,30.041338,,TRUE,,CLR,,,,,,,,METAR
KNFL,2015-03-13T07:56:00Z,3.3,-3.3,220,3,,10.0,30.351377,,,,CLR,,,,,,,,METAR
KNPA,2015-03-13T07:56:00Z,18.9,18.9,110,8,,0.25,30.109253,,TRUE,FG,OVX,0,,,,,,,METAR
KBOK,2015-03-13T07:56:00Z,13.3,13.3,0,4,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KBMI,2015-03-13T07:56:00Z,5.0,1.6,70,5,,10.0,30.250984,,,,CLR,,,,,,,,METAR
KBJJ,2015-03-13T07:56:00Z,2.8,-7.2,110,7,,10.0,30.369095,,,,CLR,,,,,,,,METAR
KBIH,2015-03-13T07:56:00Z,7.2,-3.9,300,5,,10.0,30.318897,,,,CLR,,,,,,,,METAR
KBED,2015-03-13T07:56:00Z,-6.1,-16.7,280,5,,10.0,30.59941,,,,CLR,,,,,,,,METAR
KCAE,2015-03-13T07:56:00Z,14.4,-0.6,90,14,,10.0,30.41929,,,,OVC,5000,,,,,,,METAR
KBZN,2015-03-13T07:56:00Z,-2.2,-5.0,160,9,,10.0,30.410433,,,,CLR,,,,,,,,METAR
KCEC,2015-03-13T07:56:00Z,11.1,10.6,170,8,,8.0,30.171259,,,,CLR,,,,,,,,METAR
KDIK,2015-03-13T07:56:00Z,4.4,-0.6,260,9,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KDIJ,2015-03-13T07:56:00Z,-1.1,-3.8,70,6,,9.0,30.431103,,,,CLR,,,,,,,,METAR
KDAY,2015-03-13T07:56:00Z,5.6,-2.8,130,6,,10.0,30.31004,,,,BKN,25000,,,,,,,METAR
KCXY,2015-03-13T07:56:00Z,-2.2,-8.3,0,0,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KCTB,2015-03-13T07:56:00Z,5.0,-2.8,260,14,,10.0,30.28937,,,,CLR,,,,,,,,METAR
KCHS,2015-03-13T07:56:00Z,12.8,3.3,60,12,,10.0,30.398623,,,,FEW,3000,OVC,4000,,,,,METAR
KP53,2015-03-13T07:56:00Z,5.0,-4.4,200,15,22,,30.15059,,,,,,,,,,,,METAR
KNJK,2015-03-13T07:56:00Z,20.6,4.4,330,6,,10.0,29.970472,,,,CLR,,,,,,,,METAR
KSHM,2015-03-13T07:56:00Z,6.2,-0.7,340,14,21,10.0,30.28937,,,,BKN,20000,,,,,,,METAR
K2DP,2015-03-13T07:56:00Z,3.0,0.0,30,5,,10.0,30.528543,,,,SCT,20000,,,,,,,METAR
KNXF,2015-03-13T07:56:00Z,14.4,7.8,0,0,,9.0,30.008858,,TRUE,,CLR,,,,,,,,METAR
KALK,2015-03-13T07:56:00Z,11.1,1.1,140,11,,10.0,30.100393,,,,CLR,,,,,,,,METAR
KNMM,2015-03-13T07:56:00Z,19.4,18.3,120,8,,10.0,30.109253,,TRUE,,OVC,800,,,,,,,METAR
KM63,2015-03-13T07:56:00Z,12.9,-2.6,30,6,,10.0,30.070866,,,,FEW,15000,BKN,21000,,,,,METAR
KQRH,2015-03-13T07:56:00Z,29.6,20.8,80,5,,6.21,29.940945,,,,CLR,,,,,,,,METAR
KQHY,2015-03-13T07:56:00Z,20.8,19.7,120,5,11,10.0,30.129921,,,,OVC,800,,,,,,,METAR
KQFS,2015-03-13T07:56:00Z,10.8,1.4,280,3,,5.59,30.041338,,TRUE,HZ,,,,,,,,,METAR
KCWN,2015-03-13T07:56:00Z,6.3,-2.3,320,15,25,10.0,30.0,,TRUE,,FEW,7500,,,,,,,METAR
K4MR,2015-03-13T07:56:00Z,7.6,-1.6,30,4,,10.0,30.129921,,TRUE,,CLR,,,,,,,,METAR
K1YT,2015-03-13T07:56:00Z,6.2,1.0,350,2,,10.0,30.360237,,,,CLR,,,,,,,,METAR
K1QW,2015-03-13T07:56:00Z,9.6,-0.4,70,2,,,30.339567,,TRUE,,,,,,,,,,METAR
KMEH,2015-03-13T07:56:00Z,-1.7,-2.8,0,0,,10.0,30.380905,,,,CLR,,,,,,,,METAR
K1M4,2015-03-13T07:56:00Z,13.8,13.8,110,8,,10.0,30.209646,,TRUE,-RA,,,,,,,,,METAR
KAND,2015-03-13T07:56:00Z,14.4,0.0,70,11,,10.0,30.41929,,,,OVC,5000,,,,,,,METAR
KAJO,2015-03-13T07:56:00Z,21.6,2.2,140,4,,10.0,30.029528,,TRUE,,CLR,,,,,,,,METAR
KNID,2015-03-13T07:56:00Z,12.8,-1.1,290,9,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KNXP,2015-03-13T07:56:00Z,16.1,1.1,0,3,,10.0,30.188976,,TRUE,,CLR,,,,,,,,METAR
