station_id,observation_time,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,corrected,maintenance_indicator_on,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,metar_type,remark
KIWA,2015-05-22T22:47:00Z,25.0,6.0,260,10,,35.0,29.878937,,,,SCT,25000,,,,,,,METAR
KSUA,2015-05-22T22:47:00Z,27.0,21.0,0,0,,7.0,30.109253,,,VCTS,FEW,4000,BKN,12000,,,,,METAR
KGTB,2015-05-22T22:45:00Z,7.0,5.0,340,7,,10.0,30.079725,,TRUE,-DZ,BKN,3500,BKN,4200,OVC,8500,,,SPECI, AO2 DZE03RAB03E14DZB14E18DZB45 $
KUES,2015-05-22T22:45:00Z,17.0,1.0,100,8,,10.0,30.239174,,,,BKN,25000,,,,,,,METAR
KGTR,2015-05-22T22:45:00Z,24.0,11.0,30,5,,10.0,30.188976,,,,SKC,,,,,,,,METAR
KMER,2015-05-22T22:45:00Z,26.0,8.0,270,7,,7.0,29.958662,,,,SCT,6500,,,,,,,METAR
KMWC,2015-05-22T22:45:00Z,14.0,-9.0,120,9,,10.0,30.259842,,,,SKC,,,,,,,,METAR
K05U,2015-05-22T22:45:00Z,13.0,3.0,10,10,,9.0,29.940945,,,,BKN,4600,BKN,5000,,,,,METAR, AO1
KTIK,2015-05-22T22:44:00Z,13.0,12.0,120,7,,2.5,30.138779,,,BR,OVC,800,,,,,,,SPECI, AO2 VIS 2V2 1/2 DZB08E35
KAFF,2015-05-22T22:44:00Z,16.0,4.0,210,5,,10.0,29.958662,,,,FEW,5500,,,,,,,SPECI, AO2 RAB17E28RAB35E44
KMYF,2015-05-22T22:44:00Z,17.8,11.1,280,9,,10.0,30.041338,,,,BKN,2200,,,,,,,SPECI, AO2 T01780111
KBKE,2015-05-22T22:44:00Z,14.4,10.6,310,16,22,10.0,29.890747,,,-RA,FEW,1900,BKN,6000,OVC,7000,,,SPECI, AO2 PK WND 32033/2159 LTG DSNT SE AND SW RAB30 TSB08E28 P0000 T01440106
KVBG,2015-05-22T22:43:00Z,17.0,12.0,290,12,,10.0,30.029528,,,,BKN,1200,,,,,,,SPECI, AO2
KINS,2015-05-22T22:43:00Z,18.0,3.0,280,22,,10.0,29.840551,,TRUE,,SCT,9000,,,,,,,SPECI, AO2 $
KHLR,2015-05-22T22:43:00Z,22.0,20.0,120,8,,10.0,30.070866,,,,OVC,1000,,,,,,,SPECI, AO2
KGRK,2015-05-22T22:43:00Z,22.0,20.0,120,8,,9.0,30.070866,,,,OVC,900,,,,,,,SPECI, AO2 CIG 007V009
KDYS,2015-05-22T22:43:00Z,23.0,17.0,100,9,,10.0,30.029528,,TRUE,,BKN,1800,,,,,,,SPECI, AO2 CIG 017V026 $
KRKP,2015-05-22T22:43:00Z,28.3,24.4,130,16,22,10.0,30.008858,,TRUE,,FEW,1300,SCT,2100,BKN,3000,,,SPECI, AO2 T02830244 $
KELY,2015-05-22T22:43:00Z,11.7,2.8,,,,9.0,29.920275,,,VCTS -RA,OVC,5000,,,,,,,METAR, AO2 RAB21 P0001 T01170028
KCBE,2015-05-22T22:43:00Z,21.0,6.0,290,8,21,10.0,30.180119,,,,CLR,,,,,,,,SPECI, AO1
KSKA,2015-05-22T22:42:00Z,25.0,6.0,100,12,20,10.0,29.811024,,,-TSRA,OVC,8500,,,,,,,SPECI, AO2A SHRAB2242 TSB2228
KW29,2015-05-22T22:42:00Z,,,280,11,19,10.0,30.070866,,,,,,,,,,,,METAR, AO1
KFME,2015-05-22T22:42:00Z,21.0,5.0,290,9,20,10.0,30.109253,,,,BKN,10000,,,,,,,METAR, AO1
K2W6,2015-05-22T22:42:00Z,22.0,6.0,230,7,,10.0,30.121063,,,,CLR,,,,,,,,METAR, AO1
KVRB,2015-05-22T22:42:00Z,28.3,23.3,70,8,,10.0,30.100393,,,,BKN,1500,,,,,,,SPECI, AO2 T02830233
KSFF,2015-05-22T22:42:00Z,25.0,5.0,70,4,,10.0,29.790354,,,,SCT,10000,SCT,12000,,,,,SPECI, AO2 LTG DSNT S AND SW RAB2156E06 P0000 T02500050
KRKS,2015-05-22T22:42:00Z,9.4,4.4,240,13,,10.0,29.949802,,,-RA,SCT,2000,BKN,2700,OVC,3900,,,SPECI, AO2 RAB38 P0000 T00940044
KBMQ,2015-05-22T22:42:00Z,23.3,20.6,120,6,,8.0,30.088583,,TRUE,,SCT,900,SCT,1400,BKN,2000,,,SPECI, AO2 T02330206 $
KCGE,2015-05-22T22:41:00Z,22.0,6.0,250,8,,10.0,30.088583,,,,CLR,,,,,,,,METAR, AO1
KACT,2015-05-22T22:41:00Z,23.9,19.4,160,10,,10.0,30.079725,,,,FEW,2000,BKN,2900,OVC,10000,,,METAR, AO2 T02390194
KPKV,2015-05-22T22:40:00Z,26.0,24.0,90,14,20,10.0,30.041338,,,,SCT,1700,BKN,4100,OVC,4900,,,METAR, AO2
KBYI,2015-05-22T22:40:00Z,12.2,8.9,0,0,,3.0,29.870079,,,-RA,FEW,2500,BKN,5500,OVC,7000,,,METAR, AO2 RAB2159 P0019 T01220089
KDMW,2015-05-22T22:40:00Z,21.0,4.0,310,11,19,10.0,30.088583,,,,SCT,8000,,,,,,,METAR, AO2
KCGS,2015-05-22T22:40:00Z,23.0,3.0,290,12,16,10.0,30.088583,,,,SCT,10000,BKN,12000,,,,,METAR, AO1
K2G4,2015-05-22T22:40:00Z,13.0,10.0,270,11,17,10.0,30.188976,,,,SCT,5000,SCT,7500,OVC,9000,,,METAR, AO1
