KRDM,2015-05-22T13:56:00Z,11.1,10.6,0,0,,6.0,29.929134,,,-RA BR,SCT,3600,BKN,4400,OVC,5000,,,METAR, AO2 RAB49 SLP127 P0001 T01110106
KMCN,2015-05-22T13:53:00Z,18.9,10.0,40,8,,10.0,30.180119,,,,CLR,,,,,,,,METAR, AO2 SLP216 T01890100
KOGB,2015-05-22T13:53:00Z,19.4,9.4,30,10,19,10.0,30.171259,,,,OVC,5000,,,,,,,METAR, AO2 SLP215 T01940094
KICR,2015-05-22T13:53:00Z,14.4,6.1,130,5,,10.0,30.180119,,,,CLR,,,,,,,,METAR, AO2 SLP215 T01440061
KIOB,2015-05-22T13:55:00Z,13.0,8.0,260,8,,10.0,30.28937,,,,CLR,,,,,,,,SPECI, AO2
KTTN,2015-05-22T13:53:00Z,17.8,5.6,290,9,,10.0,29.970472,,,,CLR,,,,,,,,METAR, AO2 SLP143 T01780056
KQFU,2015-05-22T14:10:00Z,17.0,5.0,110,3,,6.21,29.940945,,,,CLR,,,,,,,,METAR, A02 TSNO
KGUS,2015-05-22T13:58:00Z,15.0,8.7,280,7,,10.0,30.159449,,,,CLR,,,,,,,,SPECI, AO2 SLP216 T01500087
KAIB,2015-05-22T13:55:00Z,10.0,5.0,0,0,,10.0,30.059055,,,,CLR,,,,,,,,METAR, AO2
KFRI,2015-05-22T12:58:00Z,9.8,9.8,220,3,,10.0,30.268702,,,,BKN,9500,,,,,,,SPECI, AO2 SLP248 T00980098
KQTI,2015-05-22T13:55:00Z,43.1,-1.6,280,8,17,3.73,29.530512,,,HZ,CLR,,,,,,,,METAR, AO2A SLP996 T04311016
KABY,2015-05-22T13:53:00Z,18.3,9.4,10,8,,10.0,30.188976,,,,CLR,,,,,,,,METAR, AO2 SLP223 T01830094
KFKN,2015-05-22T13:55:00Z,16.8,7.2,330,7,,10.0,30.15059,,,,CLR,,,,,,,,SPECI, AO2 T01680072
KSVN,2015-05-22T13:58:00Z,23.0,15.8,60,7,,10.0,30.100393,,,,FEW,2600,,,,,,,METAR, AO2 SLP196 T02300158
KOZA,2015-05-22T13:55:00Z,18.0,17.0,160,5,,1.75,30.109253,,,BR,OVC,200,,,,,,,SPECI, AO2
KCXO,2015-05-22T13:53:00Z,17.2,16.1,70,7,,8.0,30.15059,,,,OVC,500,,,,,,,METAR, AO2 SLP209 T01720161
KMJX,2015-05-22T14:15:00Z,17.0,7.0,290,12,16,10.0,29.97933,,,,CLR,,,,,,,,METAR, AO1
KCWN,2015-05-22T13:56:00Z,4.4,4.5,340,4,,0.63,29.71063,,TRUE,BR,BKN,400,,,,,,,METAR, AO2 RAE52 SLP047 P0001 T00440045 $
KFLY,2015-05-22T14:14:00Z,5.5,5.5,110,4,,10.0,30.02067,,,,BKN,400,OVC,700,,,,,METAR, AO2 T00550055
KLVS,2015-05-22T13:56:00Z,6.1,5.6,190,16,,4.0,30.129921,,,BR,OVC,200,,,,,,,METAR, AO2 T00610056
KSDM,2015-05-22T13:53:00Z,13.9,10.6,260,5,,10.0,30.029528,,,,FEW,8500,,,,,,,METAR, AO2 SLP168 T01390106
K6L4,2015-05-22T13:55:00Z,12.0,9.0,0,0,,9.0,30.230314,,,,FEW,3000,,,,,,,METAR, AO2
KCFJ,2015-05-22T13:55:00Z,14.0,5.3,270,6,,10.0,30.188976,,,,CLR,,,,,,,,METAR, AO2 T01400053
KTPF,2015-05-22T13:55:00Z,30.0,21.0,50,8,,10.0,30.100393,,,,CLR,,,,,,,,METAR, AO2
KFIN,2015-05-22T13:50:00Z,27.0,18.0,50,6,,7.0,30.100393,,,,CLR,,,,,,,,METAR
KMZG,2015-05-22T13:55:00Z,26.0,24.0,110,12,,10.0,30.050198,,,,FEW,4300,,,,,,,METAR, A01
KJZI,2015-05-22T13:55:00Z,22.0,12.0,40,11,15,,30.129921,,,,SCT,4100,,,,,,,METAR, A02 P000
KDLP,2015-05-22T13:05:00Z,25.0,22.0,60,10,19,9.0,30.121063,,,,SCT,1000,SCT,1300,BKN,2800,,,METAR, A01
KVCB,2015-05-22T13:53:00Z,11.1,8.9,0,0,,10.0,29.970472,,,,CLR,,,,,,,,METAR, AO2 SLP149 T01110089
KAND,2015-05-22T13:56:00Z,18.9,7.2,80,11,,10.0,30.209646,,,,CLR,,,,,,,,METAR, AO2 SLP224 T01890072
KSGF,2015-05-22T13:52:00Z,13.9,8.3,180,9,,,30.280512,,TRUE,,CLR,,,,,,,,METAR, AO2 SLP252 T01390083 $
KHQZ,2015-05-22T13:50:00Z,16.0,11.0,90,12,17,10.0,30.188976,,,,OVC,2000,,,,,,,METAR
KW63,2015-05-22T13:55:00Z,16.0,7.0,350,5,,10.0,30.171259,,,,CLR,,,,,,,,METAR, AO1
KARG,2015-05-22T14:15:00Z,14.0,9.0,0,0,,10.0,30.318897,,,,CLR,,,,,,,,METAR, AO1
KHKY,2015-05-22T13:53:00Z,16.7,2.2,10,6,,10.0,30.230314,,,,CLR,,,,,,,,METAR, AO2 SLP219 T01670022
KBID,2015-05-22T14:15:00Z,16.0,9.0,270,8,,10.0,29.870079,,,,CLR,,,,,,,,METAR, AO1
KACQ,2015-05-22T13:55:00Z,13.0,5.0,0,0,,10.0,30.209646,,,,CLR,,,,,,,,METAR, AO2
KSPL,2015-05-22T13:55:00Z,27.0,27.0,190,5,,,30.02067,,,,,,,,,,,,METAR, AO1
KMAF,2015-05-22T14:06:00Z,15.6,15.0,40,3,,2.5,30.100393,,,-RA BR,OVC,300,,,,,,,METAR, AO2 CIG 003V007 P0000 T01560150
KCXP,2015-05-22T13:55:00Z,9.0,7.0,0,0,,10.0,29.97933,,,,FEW,3000,SCT,3500,BKN,4800,,,METAR, AO2
KSBY,2015-05-22T13:54:00Z,17.2,8.9,320,10,,10.0,30.070866,,,,CLR,,,,,,,,METAR, AO2 SLP184 T01720089
KW29,2015-05-22T13:41:00Z,,,270,6,,10.0,30.070866,,,,,,,,,,,,METAR, AO1
KFTN,2015-05-22T13:55:00Z,21.0,21.0,70,7,,0.25,30.050198,,,FG,,,,,,,,,METAR, A01
KLVN,2015-05-22T13:51:00Z,15.0,4.0,0,0,,10.0,30.188976,,,,CLR,,,,,,,,METAR, AO2
KJBR,2015-05-22T13:53:00Z,14.4,8.3,140,4,,10.0,30.318897,,,,CLR,,,,,,,,METAR, AO2 SLP265 T01440083
KPGV,2015-05-22T13:55:00Z,17.0,10.0,30,8,,10.0,30.171259,,,,SCT,3200,,,,,,,SPECI, AO2
KRNP,2015-05-22T13:55:00Z,11.2,-2.2,350,6,,10.0,30.180119,,,,CLR,,,,,,,,METAR, AO2 T01121022
KISQ,2015-05-22T13:55:00Z,8.0,-5.7,350,7,,10.0,30.230314,,,,CLR,,,,,,,,METAR, AO2 T00801057
KPIT,2015-05-22T13:51:00Z,14.4,5.6,260,7,,10.0,30.109253,,,,FEW,8000,,,,,,,METAR, AO2 SLP204 T01440056
KRND,2015-05-22T13:58:00Z,18.8,18.8,50,4,,0.5,30.100393,,,FG,CLR,,,,,,,,METAR, AO2 DZB1258E09DZB14E32 SLP188 P0000 T01880188
KFAY,2015-05-22T13:53:00Z,18.3,7.8,20,11,,10.0,30.171259,,,,CLR,,,,,,,,METAR, AO2 SLP212 T01830078
KJWG,2015-05-22T13:55:00Z,11.5,11.5,80,10,,10.0,30.188976,,,,BKN,400,BKN,4200,OVC,5500,,,METAR, AO2 T01150115
KMRC,2015-05-22T13:55:00Z,14.0,9.0,40,6,,10.0,30.28937,,,,CLR,,,,,,,,METAR,
KRSV,2015-05-22T13:55:00Z,15.4,8.1,240,8,,10.0,30.239174,,,,CLR,,,,,,,,METAR, AO2 T01540081
KTOA,2015-05-22T13:47:00Z,16.0,12.0,280,8,,10.0,30.008858,,,,FEW,1500,SCT,6000,,,,,METAR
K3I2,2015-05-22T13:55:00Z,16.0,9.0,240,6,,10.0,30.239174,,,,CLR,,,,,,,,METAR, AO2
KHUM,2015-05-22T13:50:00Z,21.0,19.0,40,10,,6.0,30.159449,,,BR,OVC,1000,,,,,,,METAR, ATIS K GPS RY36 RC
KCCY,2015-05-22T13:55:00Z,16.0,5.0,0,0,,10.0,30.200787,,,,CLR,,,,,,,,METAR, AO2
KOWA,2015-05-22T14:15:00Z,17.0,3.0,120,3,,10.0,30.209646,,,,CLR,,,,,,,,METAR, AO2
KBBB,2015-05-22T13:54:00Z,15.0,4.0,0,0,,10.0,30.200787,,,,CLR,,,,,,,,METAR, AO2
KLOZ,2015-05-22T13:53:00Z,13.3,5.6,260,5,,10.0,30.301182,,,,CLR,,,,,,,,METAR, AO2 SLP258 T01330056
KCPS,2015-05-22T13:53:00Z,15.6,8.9,240,9,,10.0,30.250984,,,,CLR,,,,,,,,METAR, AO2 SLP241 T01560089
KRWF,2015-05-22T13:53:00Z,13.9,5.6,40,4,,10.0,30.200787,,,,CLR,,,,,,,,METAR, AO2 SLP227 T01390056
KACP,2015-05-22T13:35:00Z,15.9,13.8,40,5,,10.0,30.188976,,,,OVC,800,,,,,,,METAR, AO2 T01590138
KBKE,2015-05-22T13:53:00Z,7.8,7.2,360,3,,10.0,29.920275,,,,BKN,12000,,,,,,,METAR, AO2 SLP125 T00780072
KMQS,2015-05-22T13:55:00Z,15.0,7.0,310,14,17,10.0,30.029528,,,,CLR,,,,,,,,METAR, AO2
KLAS,2015-05-22T13:56:00Z,16.7,4.4,170,10,,10.0,29.799213,,,,FEW,14000,BKN,20000,,,,,METAR, AO2 SLP075 T01670044
KRQE,2015-05-22T13:53:00Z,7.2,-0.6,320,4,,10.0,30.079725,,,,CLR,,,,,,,,METAR, AO2 SLP115 T00721006 TSNO
KSYN,2015-05-22T13:54:00Z,15.0,3.9,0,0,,10.0,30.180119,,,,CLR,,,,,,,,METAR, AO2 T01500039
KNQX,2015-05-22T13:53:00Z,30.0,22.2,350,7,,10.0,30.088583,,TRUE,,SCT,2500,SCT,3500,,,,,METAR, AO2 SLP187 T03000222 $
KSUN,2015-05-22T13:48:00Z,8.0,6.0,310,7,,10.0,29.991142,,,-RA,SCT,5500,BKN,8000,,,,,METAR
KOPN,2015-05-22T13:55:00Z,17.0,12.0,60,5,,10.0,30.209646,,,,CLR,,,,,,,,METAR, AO2
K1S5,2015-05-22T14:15:00Z,15.1,12.0,0,0,,10.0,29.828741,,,,,,,,,,,,METAR, AO2 T01510120
KTOL,2015-05-22T13:52:00Z,13.9,-1.7,330,8,,10.0,30.159449,,,,CLR,,,,,,,,METAR, AO2 SLP214 T01391017
KPSK,2015-05-22T13:55:00Z,13.0,4.3,320,7,,10.0,30.259842,,,,CLR,,,,,,,,SPECI, AO2 T01300043
K2J9,2015-05-22T13:35:00Z,22.0,12.0,30,8,,10.0,30.180119,,,,CLR,,,,,,,,SPECI, AO1
KQEB,2015-05-22T13:55:00Z,24.5,11.0,170,7,14,10.0,30.180119,,,,BKN,5000,,,,,,,METAR, AO2 SLP158 T02450110
KSFO,2015-05-22T13:56:00Z,13.9,10.0,230,8,,10.0,30.0,,,,SCT,1800,BKN,4500,,,,,METAR, AO2 SLP159 T01390100
K1A6,2015-05-22T13:55:00Z,11.8,8.4,0,0,,10.0,30.31004,,,,SCT,1100,,,,,,,METAR, AO2 T01180084
KMPV,2015-05-22T13:51:00Z,12.2,3.9,330,13,23,10.0,29.861221,,,,SCT,8500,,,,,,,METAR, AO2 SLP115 T01220039
KM91,2015-05-22T14:15:00Z,16.0,10.0,30,3,,10.0,30.31004,,,,CLR,,,,,,,,METAR,
KM30,2015-05-22T13:55:00Z,15.5,10.7,230,3,,10.0,30.301182,,,,CLR,,,,,,,,METAR, AO2 T01550107
KOAJ,2015-05-22T13:55:00Z,17.0,10.0,360,8,,10.0,30.159449,,,,SCT,2700,BKN,3500,,,,,METAR, AO1
KGCN,2015-05-22T13:54:00Z,3.3,0.6,0,0,,10.0,30.02067,,,,CLR,,,,,,,,METAR, AO2 SLP121 T00330006
KAXV,2015-05-22T14:12:00Z,15.0,6.0,280,8,,10.0,30.180119,,,,CLR,,,,,,,,METAR, AO2
KESC,2015-05-22T13:55:00Z,8.0,-2.0,100,5,,10.0,30.230314,,,,CLR,,,,,,,,METAR, AO1
KRMG,2015-05-22T13:53:00Z,15.6,8.9,20,9,,10.0,30.239174,,,,CLR,,,,,,,,METAR, AO2 SLP237 T01560089
KLRU,2015-05-22T13:55:00Z,14.1,11.1,150,5,,10.0,30.088583,,,,CLR,,,,,,,,METAR, AO2 T01410111
KLPC,2015-05-22T13:55:00Z,13.0,11.0,290,3,,10.0,30.029528,,,,FEW,2600,BKN,3100,OVC,6500,,,METAR, AO1
KOKK,2015-05-22T13:55:00Z,16.0,8.0,280,8,,10.0,30.171259,,,,CLR,,,,,,,,METAR, AO1
KSGH,2015-05-22T13:56:00Z,15.0,8.3,250,9,,5.0,30.200787,,,HZ,CLR,,,,,,,,SPECI, AO2 T01500083 SLP226
KATS,2015-05-22T13:55:00Z,13.0,13.0,140,5,,10.0,30.121063,,,,BKN,800,OVC,3200,,,,,METAR, AO2
KJKJ,2015-05-22T14:12:00Z,16.0,6.0,0,0,,10.0,30.200787,,,,CLR,,,,,,,,METAR, AO2
KBZN,2015-05-22T13:56:00Z,10.0,5.0,0,0,,10.0,29.97933,,,,CLR,,,,,,,,METAR, AO2 SLP137 T01000050
KSNA,2015-05-22T13:53:00Z,15.6,10.6,0,0,,10.0,30.0,,,,SCT,2800,BKN,3800,BKN,7000,,,METAR, AO2 RAB16E31 SLP159 P0000 T01560106
KDZB,2015-05-22T13:55:00Z,17.5,17.2,0,0,,1.25,30.129921,,,-DZ,OVC,400,,,,,,,METAR, AO2 P0001 T01750172
KISP,2015-05-22T13:56:00Z,18.3,5.0,300,10,,10.0,29.899607,,,,CLR,,,,,,,,METAR, AO2 SLP124 T01830050
KAGC,2015-05-22T13:53:00Z,13.3,3.9,250,7,,10.0,30.109253,,,,CLR,,,,,,,,METAR, AO2 SLP204 T01330039
KEUG,2015-05-22T13:54:00Z,12.2,10.0,230,4,,10.0,30.008858,,,-RA,OVC,1500,,,,,,,METAR, AO2 RAB43 SLP161 P0001 T01220100
KMAE,2015-05-22T13:53:00Z,13.9,9.4,290,7,,7.0,29.97933,,,,BKN,9000,,,,,,,METAR, AO2 SLP151 T01390094
KHBR,2015-05-22T13:53:00Z,12.2,11.7,90,11,,6.0,30.159449,,,BR,OVC,400,,,,,,,METAR, AO2 SLP208 T01220117
KHYW,2015-05-22T14:15:00Z,18.0,11.0,20,7,,7.0,30.171259,,,,OVC,6000,,,,,,,METAR, AO2
K1II,2015-05-22T13:55:00Z,16.0,8.0,220,6,,10.0,30.209646,,,,CLR,,,,,,,,METAR, AO2
KFQD,2015-05-22T13:55:00Z,16.6,3.8,360,6,,10.0,30.239174,,,,CLR,,,,,,,,METAR, AO2 T01660038
KDAA,2015-05-22T13:58:00Z,17.3,6.9,310,11,,10.0,30.109253,,,,CLR,,,,,,,,METAR, AO2 SLP199 T01730069
KSNC,2015-05-22T13:35:00Z,17.0,3.0,330,8,14,10.0,29.878937,,,,CLR,,,,,,,,SPECI, AO2
KRFI,2015-05-22T13:55:00Z,14.6,11.6,70,5,,10.0,30.221457,,,,SCT,1200,BKN,5500,OVC,9000,,,SPECI, AO2 T01460116
KPWT,2015-05-22T14:15:00Z,11.0,10.0,210,8,,10.0,29.97933,,,,OVC,500,,,,,,,METAR, AO1 LTG DSNT SW
KGGE,2015-05-22T13:55:00Z,20.0,13.0,10,10,15,10.0,30.15059,,,,BKN,5000,,,,,,,METAR, AO2
KMLU,2015-05-22T13:53:00Z,15.0,10.6,70,7,14,10.0,30.268702,,,,CLR,,,,,,,,METAR, AO2 SLP249 T01500106
KFLP,2015-05-22T14:15:00Z,13.0,10.0,0,0,,10.0,30.28937,,,,CLR,,,,,,,,METAR, AO1
KIZG,2015-05-22T13:54:00Z,19.4,1.7,0,0,,10.0,29.769686,,,,CLR,,,,,,,,METAR, AO2 SLP082 T01940017
KEEN,2015-05-22T14:15:00Z,17.0,3.0,320,4,,10.0,29.828741,,,,CLR,,,,,,,,METAR, AO1
KBFW,2015-05-22T13:54:00Z,13.0,-3.0,0,0,,10.0,30.200787,,,,CLR,,,,,,,,METAR, AO2
KLTS,2015-05-22T14:03:00Z,13.0,13.0,100,9,,8.0,30.15059,,TRUE,-RA,BKN,500,OVC,1400,,,,,METAR, AO2 CIG 005V016 BKN V SCT $
KFNL,2015-05-22T13:55:00Z,8.0,7.0,100,10,,7.0,30.029528,,,,BKN,600,OVC,1200,,,,,METAR, AO1 P0003
KSBS,2015-05-22T13:55:00Z,5.5,4.2,0,0,,10.0,30.029528,,,,BKN,2500,OVC,3100,,,,,METAR, AO1 T00550042
KROG,2015-05-22T13:57:00Z,13.9,8.9,150,9,,10.0,30.28937,,,,CLR,,,,,,,,METAR, AO2 SLP253 T01390089
KCOS,2015-05-22T14:10:00Z,7.2,6.1,100,5,,10.0,30.008858,,,,FEW,400,BKN,600,OVC,1000,,,SPECI, AO2 VCSH SW-NW-NE T00720061
KCLT,2015-05-22T13:52:00Z,17.2,3.3,360,12,,10.0,30.221457,,,,SCT,6000,,,,,,,METAR, AO2 SLP226 T01720033
KHRL,2015-05-22T13:52:00Z,25.6,25.6,150,8,,5.0,30.008858,,,BR,OVC,300,,,,,,,METAR, AO2 SLP162 T02560256 PNO
KPUB,2015-05-22T13:53:00Z,8.3,7.2,140,4,,10.0,29.991142,,,,BKN,1000,OVC,1500,,,,,METAR, AO2 SLP133 T00830072
KGEZ,2015-05-22T13:53:00Z,17.2,7.2,250,10,,,30.188976,,TRUE,,CLR,,,,,,,,METAR, AO2 SLP221 T01720072 $
KY51,2015-05-22T13:55:00Z,13.7,2.5,120,7,,10.0,30.200787,,,,CLR,,,,,,,,METAR, AO1 T01370025
KBUU,2015-05-22T13:55:00Z,12.5,-1.7,100,7,,10.0,30.209646,,,,CLR,,,,,,,,METAR, AO2 T01251017
KPQN,2015-05-22T14:01:00Z,17.0,1.0,110,3,,10.0,30.200787,,,,CLR,,,,,,,,METAR, AO2
KI16,2015-05-22T13:55:00Z,11.6,8.0,,,,10.0,30.318897,,,,BKN,1700,,,,,,,SPECI, AO2 T01160080
KNAK,2015-05-22T13:54:00Z,16.1,7.2,290,8,,10.0,30.070866,,,,CLR,,,,,,,,METAR, AO2 SLP184 T01610072
KRAC,2015-05-22T13:53:00Z,11.1,1.7,10,7,,10.0,30.239174,,,,CLR,,,,,,,,METAR, AO2 SLP239 T01110017
KUIL,2015-05-22T14:01:00Z,10.6,10.6,0,0,,2.0,29.958662,,,BR,OVC,600,,,,,,,METAR, AO2 CIG 004V011 T01060106
KQFV,2015-05-22T14:10:00Z,14.0,7.0,340,3,,6.21,29.929134,,,,CLR,,,,,,,,METAR, A02 TSNO
KFBG,2015-05-22T12:57:00Z,17.0,8.0,0,5,,10.0,30.159449,,,,FEW,7500,,,,,,,SPECI, A02A SLP216 T01580080 TSNO
KCNO,2015-05-22T13:53:00Z,13.9,9.4,240,7,,10.0,30.0,,,,FEW,3000,OVC,7500,,,,,METAR, AO2 SLP157 T01390094
KOVE,2015-05-22T13:53:00Z,14.4,10.6,160,4,,10.0,29.991142,,TRUE,,OVC,7000,,,,,,,METAR, AO2 SLP155 T01440106 $
KBFD,2015-05-22T13:53:00Z,11.7,2.8,270,11,18,10.0,30.029528,,,,FEW,6000,,,,,,,METAR, AO2 SLP170 T01170028
KFTW,2015-05-22T13:53:00Z,16.1,15.0,100,8,,3.0,30.138779,,,BR,OVC,700,,,,,,,METAR, AO2 CIG 004V010 SLP203 T01610150
KGXA,2015-05-22T12:55:00Z,10.5,2.7,280,9,,10.0,29.920275,,TRUE,,SCT,3700,,,,,,,METAR, AO2 SLP125 T01050027 PWINO TSNO $
KTUL,2015-05-22T13:53:00Z,15.0,11.1,140,6,,10.0,30.268702,,,,OVC,4900,,,,,,,METAR, AO2 SLP247 T01500111
KASX,2015-05-22T13:53:00Z,12.2,2.8,0,0,,10.0,30.230314,,,,CLR,,,,,,,,METAR, AO2 SLP241 T01220028
KEND,2015-05-22T14:04:00Z,11.0,11.0,100,12,,10.0,30.180119,,TRUE,-DZ,BKN,500,,,,,,,SPECI, AO2 DZB04 $
KRSW,2015-05-22T13:53:00Z,28.9,22.2,20,7,,10.0,30.088583,,TRUE,,FEW,3000,,,,,,,METAR, AO2 SLP185 T02890222 $
KRSP,2015-05-22T12:54:00Z,11.1,5.0,,,,10.0,30.059055,,TRUE,,CLR,,,,,,,,SPECI, AO2 SLP188 T01110050 $
KEKO,2015-05-22T13:56:00Z,8.9,6.7,230,4,,10.0,29.940945,,,,BKN,7000,OVC,9000,,,,,METAR, AO2 SLP110 T00890067
KHIE,2015-05-22T13:52:00Z,15.6,2.2,290,7,16,10.0,29.790354,,,,SCT,8500,BKN,11000,,,,,METAR, AO2 SLP092 T01560022 TSNO
K18A,2015-05-22T13:55:00Z,17.8,8.4,60,6,14,10.0,30.209646,,,,,,,,,,,,SPECI, AO2 T01780084
KSLG,2015-05-22T14:15:00Z,14.0,8.0,150,5,,10.0,30.301182,,,,CLR,,,,,,,,METAR, AO1
KFSM,2015-05-22T13:53:00Z,14.4,10.0,110,7,,10.0,30.280512,,,,SCT,1400,BKN,2000,,,,,METAR, AO2 SLP252 T01440100
KBML,2015-05-22T13:52:00Z,14.4,1.7,0,6,,10.0,29.778543,,,,OVC,9000,,,,,,,METAR, AO2 SLP087 T01440017
KRWI,2015-05-22T13:53:00Z,17.8,7.8,360,10,19,10.0,30.171259,,,,CLR,,,,,,,,METAR, AO2 SLP215 T01780078
KEAR,2015-05-22T13:55:00Z,11.0,7.0,150,7,,10.0,30.200787,,,,OVC,8500,,,,,,,METAR, AO1
KPBX,2015-05-22T13:55:00Z,10.0,8.8,0,0,,10.0,30.280512,,,,SCT,900,,,,,,,SPECI, AO2 T01000088
KFBR,2015-05-22T13:55:00Z,5.7,5.7,340,5,,10.0,30.029528,,,,SCT,300,,,,,,,METAR, AO2 T00570057
KBXK,2015-05-22T13:55:00Z,19.0,6.0,0,0,,10.0,29.890747,,,,CLR,,,,,,,,METAR, AO1
KVKY,2015-05-22T13:55:00Z,23.0,20.0,60,22,,10.0,30.15059,,,,BKN,1400,BKN,4900,,,,,METAR, A01
KMRF,2015-05-22T13:55:00Z,,,150,6,,10.0,30.159449,,,,OVC,700,,,,,,,METAR, AO1
KEDW,2015-05-22T13:58:00Z,11.7,6.4,220,14,22,30.0,29.911417,,,,FEW,3500,BKN,6000,BKN,12000,,,METAR, AO2A SLP120 T01170064
KTEW,2015-05-22T14:13:00Z,11.9,-1.9,340,5,,10.0,30.180119,,,,CLR,,,,,,,,METAR, AO2 T01191019
KPAH,2015-05-22T13:53:00Z,16.1,9.4,270,3,,10.0,30.301182,,,,CLR,,,,,,,,METAR, AO2 SLP259 T01610094
KVYS,2015-05-22T13:55:00Z,15.6,8.1,70,5,,10.0,30.180119,,,,CLR,,,,,,,,SPECI, AO2 T01560081
KPVB,2015-05-22T13:55:00Z,14.0,2.9,120,6,,10.0,30.188976,,,,CLR,,,,,,,,SPECI, AO1 T01400029
KPOF,2015-05-22T13:53:00Z,13.9,9.4,0,0,,10.0,30.31004,,,,CLR,,,,,,,,METAR, AO2 SLP263 T01390094
KAKQ,2015-05-22T13:54:00Z,17.8,8.3,0,5,,10.0,30.138779,,,,CLR,,,,,,,,METAR, AO2 SLP207 T01780083 TSNO
KBGE,2015-05-22T13:55:00Z,21.0,13.0,340,6,,10.0,30.180119,,,,CLR,,,,,,,,METAR, AO2
KDAL,2015-05-22T14:10:00Z,16.1,12.8,110,11,,10.0,30.171259,,,,SCT,800,OVC,1300,,,,,SPECI, AO2 DZE10 SCT V BKN P0000 T01610128
KFST,2015-05-22T14:11:00Z,14.4,14.4,270,3,,2.0,30.100393,,,BR,OVC,200,,,,,,,SPECI, AO2 T01440144
KORC,2015-05-22T13:55:00Z,15.0,6.0,0,0,,10.0,30.209646,,,,CLR,,,,,,,,SPECI, AO2
KGKT,2015-05-22T14:15:00Z,14.0,5.0,40,8,,10.0,30.280512,,,,CLR,,,,,,,,METAR,
KLUD,2015-05-22T13:55:00Z,14.8,14.7,100,9,,2.5,30.15059,,,BR,OVC,400,,,,,,,METAR, AO2 P0001 T01480147
KGKT,2015-05-22T13:55:00Z,14.0,6.0,50,9,,10.0,30.280512,,,,CLR,,,,,,,,METAR,
K6B0,2015-05-22T13:55:00Z,15.2,4.0,360,8,,10.0,29.84941,,,,SCT,4300,,,,,,,METAR, AO2 T01520040
KORE,2015-05-22T13:52:00Z,16.7,3.9,280,7,,10.0,29.840551,,,,CLR,,,,,,,,METAR, AO2 SLP106 T01670039
KWRI,2015-05-22T13:58:00Z,16.8,7.4,290,9,,10.0,29.958662,,,,CLR,,,,,,,,METAR, AO2 SLP145 T01680074
K24J,2015-05-22T13:55:00Z,23.0,17.0,10,4,,10.0,30.15059,,,,CLR,,,,,,,,METAR, AO1
K5H4,2015-05-22T13:55:00Z,16.0,5.0,180,5,,10.0,30.159449,,,,CLR,,,,,,,,SPECI, AO2
KJMR,2015-05-22T13:58:00Z,13.0,3.0,0,0,,10.0,30.230314,,,,CLR,,,,,,,,METAR, AO2
KBNL,2015-05-22T14:15:00Z,22.0,11.0,40,12,18,10.0,30.171259,,,,FEW,3500,SCT,4400,,,,,SPECI, AO2
KCOQ,2015-05-22T13:55:00Z,14.0,-2.0,170,3,,10.0,30.221457,,,,CLR,,,,,,,,METAR, AO2
KQFB,2015-05-22T14:10:00Z,19.0,8.0,100,1,,6.21,29.97933,,,,BKN,18000,BKN,22000,,,,,METAR, A02 TSNO
KGMJ,2015-05-22T13:55:00Z,15.0,11.0,170,3,,10.0,30.28937,,,,CLR,,,,,,,,METAR, AO2
KEAT,2015-05-22T13:55:00Z,16.7,11.1,300,12,,10.0,29.840551,,,-RA,FEW,7000,OVC,10000,,,,,METAR, AO2 RAB05E30B50 SLP097 P0005 T01670111
KOLM,2015-05-22T13:54:00Z,11.7,9.4,210,7,,10.0,29.958662,,,,OVC,1200,,,,,,,METAR, AO2 LTG DSNT NW SLP146 T01170094
KBEA,2015-05-22T13:55:00Z,22.6,22.6,70,6,,5.0,30.059055,,,BR,OVC,300,,,,,,,METAR, AO2 LTG DSNT E T02260226
KFOZ,2015-05-22T13:53:00Z,14.0,3.0,0,0,,10.0,30.209646,,,,CLR,,,,,,,,METAR, AO2
KYKN,2015-05-22T13:55:00Z,13.0,6.0,0,0,,10.0,30.209646,,,,CLR,,,,,,,,METAR, AO1
KSEA,2015-05-22T13:53:00Z,12.2,10.0,220,4,,10.0,29.970472,,,,OVC,500,,,,,,,METAR, AO2 SLP151 T01220100
KSKA,2015-05-22T13:58:00Z,14.6,10.5,150,3,,10.0,29.870079,,,,FEW,13000,,,,,,,METAR, AO2 SLP105 T01460105
KD39,2015-05-22T13:54:00Z,14.0,4.0,100,4,,10.0,30.209646,,,,CLR,,,,,,,,METAR, AO2 T01400040
K0E0,2015-05-22T13:55:00Z,6.6,4.7,180,5,,7.0,30.180119,,,,SCT,600,BKN,1600,OVC,2100,,,METAR, AO2 T00660047
KVIS,2015-05-22T13:55:00Z,14.0,9.0,190,4,,10.0,29.970472,,,,OVC,4600,,,,,,,METAR, AO1
KMCB,2015-05-22T13:53:00Z,16.1,11.7,0,5,,10.0,30.209646,,,,CLR,,,,,,,,METAR, AO2 SLP227 T01610117
KQEW,2015-05-22T14:10:00Z,21.0,6.0,240,3,,6.21,29.920275,,,,CLR,,,,,,,,METAR, A02 TSNO
KFWA,2015-05-22T13:54:00Z,15.6,7.8,350,6,,10.0,30.180119,,,,CLR,,,,,,,,METAR, AO2 SLP219 T01560078
